,d,Sr,Oob,year,season,phase
1,0.076,0.7119725,-17.79690452,28,1,4
2,0.225,0.7116568,-17.73482037,28,1,4
3,0.375,0.7115566,-17.67273623,28,1,4
4,0.525,0.7116106,-17.61065209,28,1,4
5,0.676,0.7116803,-17.54856794,28,1,4
6,0.825,0.7116623,-17.4864838,28,1,4
7,0.975,0.7117266,-17.42439966,28,1,4
8,1.125,0.7117447,-17.21443911,28,1,4
9,1.276,0.7117873,-17.23588197,28,1,4
10,1.425,0.7116927,-17.25732483,28,1,4
11,1.575,0.7120899,-17.27876769,28,1,4
12,1.725,0.7119254,-17.2985262,28,1,4
13,1.875,0.71173815,-17.1484262,28,1,4
14,2.025,0.7116008,-16.9983262,28,1,4
15,2.175,0.7120924,-16.8482262,28,2,4
16,2.325,0.7120793,-16.7854466,28,2,4
17,2.476,0.7121779,-16.76400374,28,2,4
18,2.625,0.7125233,-16.74256089,28,2,4
19,2.775,0.7124282,-16.72111803,28,2,4
20,2.925,0.7116597,-16.69895055,28,2,4
21,3.076,0.7102907,-16.62967363,28,2,4
22,3.225,0.7104813,-16.56039671,28,2,4
23,3.375,0.7099618,-16.49111978,28,2,4
24,3.525,0.7102541,-16.42184286,28,2,4
25,3.676,0.7104153,-16.44404591,28,2,4
26,3.825,0.710556,-16.50837449,28,2,4
27,3.975,0.7113726,-16.57270306,28,2,4
28,4.125,0.7110981,-16.63703163,28,2,4
29,4.276,0.7109595,-16.697733,27,1,4
30,4.425,0.7111362,-16.59051871,27,1,4
31,4.575,0.712253,-16.48330443,27,1,4
32,4.725,0.7113499,-16.37609014,27,1,4
33,4.876,0.7116297,-16.26887586,27,1,4
34,5.024,0.712116451,-16.15871246,27,1,4
35,5.175,0.71282919,-16.04325092,27,1,4
36,5.325,0.713746522,-15.92778938,27,1,4
37,5.475,0.713842093,-15.81232785,27,1,4
38,5.625,0.713509416,-15.69941803,27,1,4
39,5.775,0.713415155,-15.67797517,27,1,4
40,5.925,0.713464903,-15.65653231,27,1,4
41,6.075,0.713379804,-15.63508946,27,1,4
42,6.225,0.713032686,-15.6136466,27,1,4
43,6.375,0.713101507,-15.60779626,27,1,4
44,6.525,0.713058729,-15.62923911,27,1,4
45,6.675,0.712454582,-15.65068197,27,1,4
46,6.825,0.712738294,-15.67212483,27,1,4
47,6.975,0.713057535,-15.69356769,27,1,4
48,7.125,0.712968968,-15.71400984,27,1,4
49,7.275,0.713025325,-15.73402317,27,1,4
50,7.425,0.712783952,-15.75403651,27,1,4
51,7.575,0.712870674,-15.77404984,27,2,4
52,7.725,0.712911595,-15.79406317,27,2,4
53,7.875,0.712735013,-15.78592349,27,2,4
54,8.025,0.712496618,-15.76591016,27,2,4
55,8.175,0.712202109,-15.74589683,27,2,4
56,8.326,0.711685446,-15.72588349,27,2,4
57,8.475,0.710846278,-15.70587016,27,2,4
58,8.625,0.710836501,-15.84143173,27,2,4
59,8.775,0.710686575,-16.04156507,27,2,4
60,8.925,0.710817512,-16.2416984,27,2,4
61,9.075,0.712094375,-16.44183173,27,2,4
62,9.225,0.71173036,-16.35257474,27,2,4
63,9.375,0.71169186,-16.14474397,27,2,4
64,9.525,0.709879506,-15.9369132,27,2,4
65,9.675,0.710538924,-15.72908243,27,2,4
66,9.825,0.711728632,-15.6,27,2,4
67,9.975,0.712368244,-15.6,27,2,4
68,10.125,0.712868,-15.6,27,2,4
69,10.275,0.713114825,-15.6,27,2,4
70,10.425,0.712656275,-15.6,27,2,4
71,10.575,0.712487175,-15.65354888,27,2,4
72,10.725,0.712088375,-15.79364221,26,1,3
73,10.875,0.71186145,-15.93373555,26,1,3
74,11.026,0.711888375,-16.07382888,26,1,3
75,11.175,0.712410075,-16.21392221,26,1,3
76,11.325,0.71239515,-16.21511843,26,1,3
77,11.475,0.7122129,-15.99497176,26,1,3
78,11.625,0.7121077,-15.77482509,26,1,3
79,11.775,0.71172145,-15.55467843,26,1,3
80,11.925,0.7107166,-15.33453176,26,1,3
81,12.075,0.711674525,-15.2,26,1,3
82,12.225,0.7116492,-15.2,26,1,3
83,12.375,0.711173125,-15.2,26,1,3
84,12.525,0.71133495,-15.2,26,1,3
85,12.676,0.71102935,-15.2,26,1,3
86,12.825,0.711089425,-15.04031843,26,1,3
87,12.975,0.712084825,-14.82017176,26,1,3
88,13.125,0.712180825,-14.60002509,26,1,3
89,13.275,0.7119873,-14.37987843,26,1,3
90,13.425,0.71210085,-14.15973176,26,1,3
91,13.575,0.712323125,-14.26826738,26,1,3
92,13.725,0.712189325,-14.49919046,26,2,3
93,13.875,0.712243325,-14.73011354,26,2,3
94,14.025,0.7124103,-14.96103662,26,2,3
95,14.175,0.71229005,-15.32989923,26,2,3
96,14.326,0.712446675,-15.90720692,26,2,3
97,14.475,0.712379875,-16.48451462,26,2,3
98,14.625,0.712424575,-17.06182231,26,2,3
99,14.775,0.7125093,-17.5941864,26,2,3
100,14.925,0.712598775,-17.50841497,26,2,3
101,15.075,0.7120037,-17.42264354,26,2,3
102,15.225,0.71191315,-17.33687211,26,2,3
103,15.375,0.7114874,-17.25110069,26,2,3
104,15.525,0.7112393,-17.23467074,26,2,3
105,15.675,0.71079255,-17.32044217,26,2,3
106,15.825,0.71039075,-17.4062136,26,2,3
107,15.975,0.71097815,-17.49198503,26,2,3
108,16.125,0.71092105,-17.57775646,26,2,3
109,16.275,0.71096055,-17.40941634,26,2,3
110,16.425,0.7112008,-17.15210206,26,2,3
111,16.575,0.7115084,-16.89478777,25,1,3
112,16.725,0.71153185,-16.63747349,25,1,3
113,16.875,0.71175585,-16.39287766,25,1,3
114,17.025,0.71186655,-16.30050843,25,1,3
115,17.175,0.71181315,-16.2081392,25,1,3
116,17.325,0.7115574,-16.11576997,25,1,3
117,17.475,0.71153105,-16.02340074,25,1,3
118,17.625,0.7115843,-16.14943173,25,1,3
119,17.775,0.71131375,-16.34956507,25,1,3
120,17.925,0.7112897,-16.5496984,25,1,3
121,18.075,0.71116485,-16.74983173,25,1,3
122,18.225,0.7111577,-16.94996507,25,1,3
123,18.375,0.710562875,-16.98499016,25,1,3
124,18.525,0.7100481,-16.96497683,25,1,3
125,18.675,0.7101713,-16.94496349,25,1,3
126,18.825,0.7104464,-16.92495016,25,1,3
127,18.975,0.71116,-16.90493683,25,1,3
128,19.125,0.7115009,-16.8515398,25,2,3
129,19.275,0.711637575,-16.78721123,25,2,3
130,19.425,0.7118851,-16.72288266,25,2,3
131,19.575,0.7119221,-16.65855409,25,2,3
132,19.725,0.712052475,-16.59663155,25,2,3
133,19.875,0.71224305,-16.55910655,25,2,3
134,20.025,0.7122433,-16.52158155,25,2,3
135,20.175,0.7122094,-16.48405655,25,2,3
136,20.326,0.7122511,-16.44653155,25,2,3
137,20.476,0.7123877,-16.40900655,25,2,3
138,20.626,0.7123307,-16.31947732,25,2,3
139,20.775,0.7121251,-16.21352438,25,2,3
140,20.925,0.7120458,-16.10757144,25,2,3
141,21.075,0.7118936,-16.00161849,25,2,3
142,21.225,0.7114964,-15.89566555,25,2,3
143,21.375,0.7112544,-15.82081971,25,2,3
144,21.525,0.7108391,-16.03524829,24,1,3
145,21.675,0.7095393,-16.24967686,24,1,3
146,21.825,0.7101677,-16.46410543,24,1,3
147,21.975,0.7105627,-16.678534,24,1,3
148,22.125,0.7102753,-16.74422246,24,1,3
149,22.275,0.7110351,-16.61556531,24,1,3
150,22.425,0.7106026,-16.48690817,24,1,3
151,22.575,0.7107362,-16.35825103,24,1,3
152,22.725,0.711434725,-16.22959389,24,1,3
153,22.876,0.7113154,-16.18459016,24,1,3
154,23.026,0.7112464,-16.16457683,24,1,3
155,23.175,0.7109157,-16.14456349,24,1,3
156,23.325,0.7108405,-16.12455016,24,1,3
157,23.475,0.7110347,-16.10453683,24,1,3
158,23.625,0.7112236,-16.16632789,24,1,3
159,23.775,0.71143,-16.25209931,24,1,3
160,23.925,0.7110777,-16.33787074,24,1,3
161,24.075,0.7108222,-16.42364217,24,1,3
162,24.225,0.7109556,-16.48732785,24,2,3
163,24.375,0.7109403,-16.37186631,24,2,3
164,24.525,0.7105144,-16.25640477,24,2,3
165,24.675,0.7096181,-16.14094323,24,2,3
166,24.825,0.7094642,-16.02548169,24,2,3
167,24.976,0.709944275,-15.95321048,24,2,3
168,25.125,0.711489,-15.89317048,24,2,3
169,25.275,0.71156585,-15.83313048,24,2,3
170,25.425,0.7117938,-15.77309048,24,2,3
171,25.575,0.7120259,-15.71305048,24,2,3
172,25.725,0.712137675,-15.76910224,24,2,3
173,25.875,0.7122287,-15.85739635,24,2,3
174,26.025,0.7120924,-15.94569047,24,2,3
175,26.175,0.7117916,-16.03398459,24,2,3
176,26.325,0.7116238,-16.12227871,24,2,3
177,26.475,0.7113115,-16.20513537,24,2,3
178,26.625,0.7102236,-16.24802109,24,2,3
179,26.775,0.7097557,-16.2909068,24,2,3
180,26.925,0.7103025,-16.33379251,24,2,3
181,27.076,0.7105614,-16.37667823,24,2,3
182,27.225,0.7102009,-16.36839671,24,2,3
183,27.375,0.7097616,-16.29911978,24,2,3
184,27.525,0.7100517,-16.22984286,24,2,3
185,27.675,0.709964975,-16.16056594,24,2,3
186,27.825,0.7100453,-16.10754952,23,1,3
187,27.975,0.7098011,-16.16758952,23,1,3
188,28.125,0.71006345,-16.22762952,23,1,3
189,28.275,0.7097885,-16.28766952,23,1,3
190,28.425,0.7105277,-16.34770952,23,1,3
191,28.575,0.7111433,-16.37933461,23,1,3
192,28.725,0.711332,-16.21922795,23,1,3
193,28.875,0.7121215,-16.05912128,23,1,3
194,29.025,0.712205975,-15.89901461,23,1,3
195,29.175,0.7124207,-15.73890795,23,1,3
196,29.325,0.7127428,-15.56555208,23,1,3
197,29.475,0.712960175,-15.30537875,23,1,3
198,29.625,0.7127892,-15.04520541,23,1,3
199,29.775,0.7128688,-14.78503208,23,1,3
200,29.925,0.712926675,-14.52485875,23,1,3
201,30.075,0.712318725,-14.31086603,23,1,3
202,30.225,0.7122195,-14.39091936,23,1,3
203,30.375,0.7122495,-14.47097269,23,1,3
204,30.525,0.712327775,-14.55102603,23,1,3
205,30.675,0.71251045,-14.63107936,23,1,3
206,30.825,0.7123559,-14.73061491,23,1,3
207,30.975,0.7121839,-14.95076157,23,1,3
208,31.125,0.71212955,-15.17090824,23,1,3
209,31.275,0.71192585,-15.39105491,23,2,3
210,31.425,0.71199835,-15.61120157,23,2,3
211,31.575,0.71182805,-15.8030534,23,2,3
212,31.725,0.7115134,-15.82449626,23,2,3
213,31.875,0.7112296,-15.84593911,23,2,3
214,32.025,0.7117674,-15.86738197,23,2,3
215,32.175,0.71184695,-15.88882483,23,2,3
216,32.325,0.71179735,-15.88894249,23,2,3
217,32.475,0.71184415,-15.86585018,23,2,3
218,32.625,0.711418475,-15.84275788,23,2,3
219,32.775,0.71128915,-15.81966557,23,2,3
220,32.925,0.71130245,-15.8148492,23,2,3
221,33.075,0.71141305,-15.91491587,23,2,3
222,33.226,0.7101087,-16.01498253,23,2,3
223,33.375,0.70989855,-16.1150492,23,2,3
224,33.525,0.7096282,-16.21511587,23,2,3
225,33.675,0.709587375,-16.29696349,23,2,3
226,33.825,0.70905485,-16.27695016,23,2,3
227,33.975,0.7096238,-16.25693683,23,2,3
228,34.125,0.710434025,-16.23692349,23,2,3
229,34.276,0.71134985,-16.21691016,23,2,3
230,34.425,0.7112486,-16.19689683,23,2,3
231,34.575,0.7113497,-16.17688349,22,1,3
232,34.725,0.710805525,-16.15687016,22,1,3
233,34.875,0.70931435,-16.13685683,22,1,3
234,35.026,0.7091667,-16.11684349,22,1,3
235,35.175,0.708879575,-16.07439745,22,1,3
236,35.325,0.709406175,-15.91275129,22,1,3
237,35.475,0.7109192,-15.75110514,22,1,3
238,35.626,0.7115088,-15.58945898,22,1,3
239,35.775,0.7119461,-15.42781283,22,1,3
240,35.925,0.7122157,-15.6692599,22,1,3
241,36.075,0.711520425,-15.99447657,22,1,3
242,36.225,0.712162825,-16.31969323,22,1,3
243,36.375,0.71213385,-16.6449099,22,1,3
244,36.525,0.71191575,-16.55039144,22,1,3
245,36.675,0.711684075,-16.37027144,22,1,3
246,36.825,0.71208885,-16.19015144,22,1,3
247,36.975,0.711963975,-16.01003144,22,1,3
248,37.125,0.71185015,-15.82991144,22,1,3
249,37.275,0.71179025,-15.86675936,22,1,3
250,37.425,0.711739,-15.94681269,22,1,3
251,37.575,0.71179865,-16.02686603,22,1,3
252,37.725,0.7117669,-16.10691936,22,1,3
253,37.876,0.7117739,-16.18697269,22,1,3
254,38.025,0.71173375,-16.1281864,22,1,3
255,38.175,0.711683,-16.04241497,22,2,3
256,38.325,0.7120063,-15.95664354,22,2,3
257,38.475,0.712072725,-15.87087211,22,2,3
258,38.625,0.712101025,-15.82085904,22,2,3
259,38.775,0.7119204,-15.94093904,22,2,3
260,38.925,0.7118514,-16.06101904,22,2,3
261,39.076,0.7120025,-16.18109904,22,2,3
262,39.225,0.71182565,-16.30117904,22,2,3
263,39.375,0.7120483,-16.40332173,22,2,3
264,39.525,0.712182775,-16.42208423,22,2,3
265,39.675,0.712163075,-16.44084673,22,2,3
266,39.825,0.71221065,-16.45960923,22,2,3
267,39.975,0.71209765,-16.47837173,22,2,3
268,40.125,0.7118002,-16.49713423,22,2,3
269,40.275,0.71184555,-16.41023026,22,2,3
270,40.425,0.71170375,-16.30427732,22,2,3
271,40.575,0.7116557,-16.19832438,22,2,3
272,40.725,0.71165295,-16.09237144,22,2,3
273,40.875,0.7117751,-15.98641849,22,2,3
274,41.025,0.7119167,-15.93320856,22,2,3
275,41.175,0.7118641,-16.11332856,22,2,3
276,41.326,0.71193805,-16.29344856,22,2,3
277,41.476,0.71183915,-16.47356856,22,2,3
278,41.625,0.71195195,-16.65368856,21,1,3
279,41.775,0.7119072,-16.76099012,21,1,3
280,41.925,0.71172805,-16.55315935,21,1,3
281,42.075,0.71182275,-16.34532858,21,1,3
282,42.225,0.7117854,-16.13749782,21,1,3
283,42.375,0.71191915,-15.92966705,21,1,3
284,42.525,0.71222145,-15.97918388,21,1,3
285,42.675,0.712062,-16.07155311,21,1,3
286,42.825,0.71210925,-16.16392234,21,1,3
287,42.976,0.7116951,-16.25629157,21,1,3
288,43.126,0.7117007,-16.2148436,21,1,3
289,43.275,0.7118667,-16.05319745,21,1,3
290,43.425,0.7117399,-15.89155129,21,1,3
291,43.575,0.71166955,-15.72990514,21,1,3
292,43.725,0.71194515,-15.61178952,21,1,3
293,43.875,0.71174905,-15.67182952,21,1,3
294,44.025,0.7116874,-15.73186952,21,1,3
295,44.175,0.71163195,-15.79190952,21,1,3
296,44.325,0.7115501,-15.85194952,21,1,3
297,44.475,0.7114085,-15.93996507,21,1,3
298,44.626,0.7114086,-16.1400984,21,1,3
299,44.776,0.7116085,-16.34023173,21,1,3
300,44.925,0.711632825,-16.54036507,21,1,3
301,45.075,0.71124555,-16.7404984,21,1,3
302,45.225,0.7109139,-16.94190148,21,1,3
303,45.375,0.71073245,-17.14828898,21,1,3
304,45.525,0.7106352,-17.35467648,21,2,3
305,45.676,0.71058285,-17.56106398,21,2,3
306,45.825,0.710425075,-17.76745148,21,2,3
307,45.975,0.7102999,-17.97383898,21,2,3
308,46.125,0.7099972,-17.75532891,21,2,3
309,46.275,0.70955215,-17.47514224,21,2,3
310,46.426,0.70886135,-17.19495557,21,2,3
311,46.575,0.708626375,-16.91476891,21,2,3
312,46.725,0.70878035,-16.63458224,21,2,3
313,46.875,0.70883595,-16.76916631,21,2,3
314,47.025,0.708833,-16.96215203,21,2,3
315,47.175,0.70866165,-17.15513774,21,2,3
316,47.326,0.7089778,-17.34812346,21,2,3
317,47.475,0.70913485,-17.4680262,21,2,3
318,47.625,0.70927065,-17.3179262,21,2,3
319,47.775,0.70996655,-17.1678262,21,2,3
320,47.925,0.7103047,-17.0177262,21,2,3
321,48.075,0.71025795,-16.8676262,21,2,3
322,48.225,0.7101892,-16.91781971,21,2,3
323,48.375,0.7105267,-17.13224829,21,2,3
324,48.525,0.71068815,-17.34667686,21,2,3
325,48.675,0.710616,-17.56110543,21,2,3
326,48.825,0.71047075,-17.775534,21,2,3
327,48.976,0.71058285,-17.9772984,20,1,3
328,49.125,0.711062525,-18.17743173,20,1,3
329,49.275,0.7116631,-18.37756507,20,1,3
330,49.425,0.7114992,-18.5776984,20,1,3
331,49.575,0.71136675,-18.77783173,20,1,3
332,49.725,0.71136975,-18.55084891,20,1,3
333,49.875,0.711361725,-18.27066224,20,1,3
334,50.026,0.7109965,-17.99047557,20,1,3
335,50.175,0.711055,-17.71028891,20,1,3
336,50.325,0.7110715,-17.43010224,20,1,3
337,50.475,0.71104525,-17.4,20,1,3
338,50.625,0.710965,-17.4,20,1,3
339,50.775,0.71106125,-17.4,20,1,3
340,50.925,0.710849,-17.4,20,1,3
341,51.075,0.710511,-17.41473163,20,1,3
342,51.225,0.71062625,-17.4790602,20,1,3
343,51.375,0.71018375,-17.54338877,20,1,3
344,51.525,0.710703,-17.60771734,20,1,3
345,51.675,0.711231,-17.67204591,20,1,3
346,51.825,0.710971,-17.48175309,20,1,3
347,51.975,0.711539,-17.09578166,20,1,3
348,52.125,0.7115985,-16.70981023,20,1,3
349,52.275,0.711737,-16.3238388,20,2,3
350,52.425,0.711573,-15.93786737,20,2,3
351,52.575,0.7115605,-15.9,20,2,3
352,52.725,0.71154575,-15.9,20,2,3
353,52.875,0.711587,-15.9,20,2,3
354,53.025,0.711481,-15.9,20,2,3
355,53.175,0.711287,-15.92235863,20,2,3
356,53.326,0.71139375,-16.01617113,20,2,3
357,53.475,0.711179,-16.10998363,20,2,3
358,53.625,0.71105925,-16.20379613,20,2,3
359,53.775,0.7111275,-16.29760863,20,2,3
360,53.925,0.711108,-16.39142113,20,2,3
361,54.075,0.7110645,-16.55342053,20,2,3
362,54.225,0.71125325,-16.72228303,20,2,3
363,54.375,0.711187,-16.89114553,20,2,3
364,54.525,0.71120525,-17.06000803,20,2,3
365,54.675,0.71132475,-17.22887053,20,2,3
366,54.825,0.711332,-17.31241054,20,2,3
367,54.976,0.710412,-17.3338534,20,2,3
368,55.125,0.709836,-17.35529626,20,2,3
369,55.275,0.709689,-17.37673911,20,2,3
370,55.425,0.70952025,-17.39818197,20,2,3
371,55.575,0.708472,-17.1939393,19,1,3
372,55.725,0.70848125,-16.9687893,19,1,3
373,55.875,0.708672,-16.7436393,19,1,3
374,56.025,0.70974,-16.5184893,19,1,3
375,56.175,0.71018175,-16.5459246,19,1,3
376,56.325,0.710109,-16.59595793,19,1,3
377,56.475,0.7098145,-16.64599127,19,1,3
378,56.625,0.709913,-16.6960246,19,1,3
379,56.775,0.70989,-16.99608671,19,1,3
380,56.925,0.71072525,-17.31772957,19,1,3
